Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,Over2.5,HomeOdd,DrawOdd,AwayOdd,Over2.5Odd,Under2.5Odd,HomeTeamTotalGoals,AwayTeamTotalGoals,AvgGoalsHomeTeam,AvgGoalsAwayTeam,TotalAttemptsHomeTeam,TotalAttemptsAwayTeam,KicksInsideAreaHomeTeam,KicksInsideAreaAwayTeam,KicksOutsideAreaHomeTeam,KicksOutsideAreaAwayTeam,HeadersHomeTeam,HeadersAwayTeam,StealsHomeTeam,StealsAwayTeam,FoulsHomeTeam,FoulsAwayTeam,CornersHomeTeam,CornersAwayTeam,ErrorsHomeTeam,ErrorsAwayTeam
12/02/2017,Kerkyra,Levadeiakos,1,0,H,FALSE,"2,00","3,10","4,20","2,6","1,45",16,14,"0,8421052632","0,7368421053",,,,,,,,,,,,,,,,
12/02/2017,Panathinaikos,Panetolikos,4,0,H,TRUE,"1,40","4,10","9,00","2,3","1,57",22,23,"1,157894737","1,210526316",,,,,,,,,,,,,,,,
12/02/2017,Platanias,Giannina,3,3,D,TRUE,"2,10","2,90","4,00","2,63","1,45",20,20,"1,052631579","1,052631579",,,,,,,,,,,,,,,,
12/02/2017,Xanthi,PAOK,0,0,D,FALSE,"4,20","3,10","2,00","2,54","1,47",22,29,"1,157894737","1,526315789",,,,,,,,,,,,,,,,
13/02/2017,Iraklis,AEK,2,2,D,TRUE,"5,50","3,50","1,67","2,31","1,56",14,31,"0,7368421053","1,631578947",,,,,,,,,,,,,,,,
18/02/2017,Asteras Tripolis,Panathinaikos,0,5,A,TRUE,"3,80","2,80","2,25","2,69","1,42",21,26,"1,05","1,3",,,,,,,,,,,,,,,,
18/02/2017,Atromitos,Xanthi,2,1,H,TRUE,"2,25","2,90","3,60","2,77","1,4",20,22,1,"1,1",,,,,,,,,,,,,,,,
18/02/2017,Giannina,Kerkyra,1,0,H,FALSE,"1,60","3,50","6,50","2,78","1,4",23,17,"1,15","0,85",,,,,,,,,,,,,,,,
19/02/2017,AEK,Olympiakos,1,0,H,FALSE,"2,75","3,00","2,75","2,4","1,52",33,43,"1,65","2,15",,,,,,,,,,,,,,,,
19/02/2017,Panetolikos,Platanias,1,2,A,TRUE,"2,45","2,88","3,20","2,75","1,41",23,23,"1,15","1,15",,,,,,,,,,,,,,,,
19/02/2017,Panionios,Iraklis,1,0,H,FALSE,"1,40","4,00","10,00","2,32","1,55",27,16,"1,35","0,8",,,,,,,,,,,,,,,,
19/02/2017,PAOK,Veria,4,0,H,TRUE,"1,14","8,00","15,00","1,38","2,85",29,11,"1,45","0,55",,,,,,,,,,,,,,,,
20/02/2017,AEL,Levadeiakos,2,1,H,TRUE,"2,15","3,20","3,50","2,79","1,39",17,14,"0,85","0,7",,,,,,,,,,,,,,,,
25/02/2017,Kerkyra,Panetolikos,0,0,D,FALSE,"2,50","3,00","3,00","2,64","1,44",17,24,"0,8095238095","1,142857143",,,,,,,,,,,,,,,,
25/02/2017,Platanias,Asteras Tripolis,3,0,H,TRUE,"1,95","3,10","4,33","2,52","1,48",25,21,"1,19047619",1,,,,,,,,,,,,,,,,
25/02/2017,Xanthi,Panathinaikos,1,0,H,FALSE,"3,50","3,00","2,25","2,77","1,41",23,31,"1,095238095","1,476190476",,,,,,,,,,,,,,,,
26/02/2017,AEK,AEL,3,0,H,TRUE,"1,17","7,50","13,00","1,79","1,94",34,19,"1,619047619","0,9047619048",,,,,,,,,,,,,,,,
26/02/2017,Iraklis,PAOK,1,1,D,FALSE,"8,50","4,33","1,40","2,18","1,63",16,33,"0,7619047619","1,571428571",,,,,,,,,,,,,,,,
26/02/2017,Levadeiakos,Giannina,2,1,H,TRUE,"2,80","2,88","2,80","2,63","1,44",15,24,"0,7142857143","1,142857143",,,,,,,,,,,,,,,,
26/02/2017,Olympiakos,Panionios,0,1,A,FALSE,"1,29","5,50","9,50","1,7","2,06",43,28,"2,047619048","1,333333333",,,,,,,,,,,,,,,,
27/02/2017,Veria,Atromitos,0,1,A,FALSE,"3,30","3,10","2,30","2,75","1,41",11,22,"0,5238095238","1,047619048",,,,,,,,,,,,,,,,
04/03/2017,AEL,Giannina,1,1,D,FALSE,"2,60","3,00","2,90","2,44","1,5",19,25,"0,8636363636","1,136363636",,,,,,,,,,,,,,,,
04/03/2017,Panathinaikos,Veria,5,0,H,TRUE,"1,13","7,50","23,00","1,51","2,43",31,11,"1,409090909","0,5",,,,,,,,,,,,,,,,
04/03/2017,Panetolikos,Levadeiakos,2,0,H,FALSE,"1,91","3,25","4,33","2,37","1,54",24,17,"1,090909091","0,7727272727",,,,,,,,,,,,,,,,
05/03/2017,Asteras Tripolis,Kerkyra,1,2,A,TRUE,"1,67","3,25","6,50","2,47","1,49",21,17,"0,9545454545","0,7727272727",,,,,,,,,,,,,,,,
05/03/2017,Atromitos,Iraklis,1,0,H,FALSE,"1,62","3,50","6,00","2,36","1,54",23,17,"1,045454545","0,7727272727",,,,,,,,,,,,,,,,
05/03/2017,PAOK,Olympiakos,2,0,H,FALSE,"2,40","3,00","3,20","2,44","1,5",34,43,"1,545454545","1,954545455",,,,,,,,,,,,,,,,
05/03/2017,Xanthi,Platanias,1,0,H,FALSE,"1,91","3,10","4,50","2,68","1,43",24,28,"1,090909091","1,272727273",,,,,,,,,,,,,,,,
06/03/2017,Panionios,AEK,1,1,D,FALSE,"3,10","2,90","2,50","2,75","1,4",29,37,"1,318181818","1,681818182",,,,,,,,,,,,,,,,
11/03/2017,Giannina,Panetolikos,0,0,D,FALSE,"1,85","3,30","4,50","2,45","1,5",26,26,"1,130434783","1,130434783",,,,,,,,,,,,,,,,
11/03/2017,Iraklis,Panathinaikos,1,1,D,FALSE,"7,50","3,80","1,50","2,27","1,58",17,36,"0,7391304348","1,565217391",,,,,,,,,,,,,,,,
11/03/2017,Panionios,AEL,1,0,H,FALSE,"1,36","4,33","10,00","2,36","1,53",30,20,"1,304347826","0,8695652174",,,,,,,,,,,,,,,,
12/03/2017,AEK,PAOK,3,0,H,TRUE,"2,38","2,90","3,30","2,59","1,45",38,36,"1,652173913","1,565217391",,,,,,,,,,,,,,,,
12/03/2017,Kerkyra,Xanthi,1,0,H,FALSE,"3,10","2,90","2,50","2,81","1,39",19,25,"0,8260869565","1,086956522",,,,,,,,,,,,,,,,
12/03/2017,Olympiakos,Atromitos,2,0,H,FALSE,"1,20","6,50","13,00","1,64","2,14",43,24,"1,869565217","1,043478261",,,,,,,,,,,,,,,,
12/03/2017,Platanias,Veria,1,0,H,FALSE,"1,33","4,50","11,00","1,88","1,84",28,11,"1,217391304","0,4782608696",,,,,,,,,,,,,,,,
13/03/2017,Levadeiakos,Asteras Tripolis,1,1,D,FALSE,"2,60","2,90","3,00","2,51","1,48",17,22,"0,7391304348","0,9565217391",,,,,,,,,,,,,,,,
18/03/2017,Atromitos,AEK,0,1,A,FALSE,"4,33","3,10","1,95","2,75","1,41",24,41,1,"1,708333333",,,,,,,,,,,,,,,,
18/03/2017,AEL,Panetolikos,1,0,H,FALSE,"2,30","3,00","3,40","2,66","1,43",20,26,"0,8333333333","1,083333333",,,,,,,,,,,,,,,,
18/03/2017,Veria,Kerkyra,4,0,H,TRUE,"1,50","4,00","7,00","2,41","1,52",11,20,"0,4583333333","0,8333333333",,,,,,,,,,,,,,,,
19/03/2017,Asteras Tripolis,Giannina,1,1,D,FALSE,"2,00","3,10","4,20","2,43","1,51",23,26,"0,9583333333","1,083333333",,,,,,,,,,,,,,,,
19/03/2017,Panathinaikos,Olympiakos,1,0,H,FALSE,"2,25","3,00","3,50","2,5","1,48",37,45,"1,541666667","1,875",,,,,,,,,,,,,,,,
19/03/2017,PAOK,Panionios,1,0,H,FALSE,"1,53","3,60","7,50","2,22","1,6",36,31,"1,5","1,291666667",,,,,,,,,,,,,,,,
19/03/2017,Xanthi,Levadeiakos,2,2,D,TRUE,"1,57","3,50","7,00","2,55","1,47",25,18,"1,041666667","0,75",,,,,,,,,,,,,,,,
20/03/2017,Platanias,Iraklis,1,0,H,FALSE,"1,67","3,50","5,50","2,52","1,47",29,18,"1,208333333","0,75",,,,,,,,,,,,,,,,
01/04/2017,Giannina,Xanthi,1,1,D,FALSE,"2,40","2,90","3,25","2,67","1,43",27,27,"1,08","1,08",,,,,,,,,,,,,,,,
01/04/2017,Levadeiakos,Veria,3,1,H,TRUE,"1,83","3,25","4,75","2,36","1,54",20,15,"0,8","0,6",,,,,,,,,,,,,,,,
01/04/2017,Olympiakos,Platanias,2,1,H,TRUE,"1,22","5,75","13,00","1,66","2,1",45,30,"1,8","1,2",,,,,,,,,,,,,,,,
02/04/2017,AEK,Panathinaikos,2,3,A,TRUE,"2,30","2,90","3,50","2,57","1,45",42,38,"1,68","1,52",,,,,,,,,,,,,,,,
02/04/2017,Kerkyra,Iraklis,0,3,A,TRUE,"2,05","3,30","3,60","2,63","1,44",20,18,"0,8","0,72",,,,,,,,,,,,,,,,
02/04/2017,Panetolikos,Asteras Tripolis,1,1,D,FALSE,"2,60","2,80","3,10","2,43","1,51",26,24,"1,04","0,96",,,,,,,,,,,,,,,,
02/04/2017,Panionios,Atromitos,2,1,H,TRUE,"1,67","3,40","6,00","2,52","1,47",31,24,"1,24","0,96",,,,,,,,,,,,,,,,
02/04/2017,PAOK,AEL,2,0,H,FALSE,"1,18","6,50","15,00","1,47","2,5",37,21,"1,48","0,84",,,,,,,,,,,,,,,,
05/04/2017,Atromitos,PAOK,0,2,A,FALSE,"4,60","3,40","1,73","2,41","1,51",25,39,"0,9615384615","1,5",,,,,,,,,,,,,,,,
05/04/2017,Iraklis,Levadeiakos,1,0,H,FALSE,"1,95","3,20","3,75","2,49","1,48",21,23,"0,8076923077","0,8846153846",,,,,,,,,,,,,,,,
05/04/2017,Kerkyra,Olympiakos,0,2,A,FALSE,"15,00","6,00","1,17","1,62","2,16",20,47,"0,7692307692","1,807692308",,,,,,,,,,,,,,,,
05/04/2017,AEL,Asteras Tripolis,1,4,A,TRUE,"2,50","2,70","3,10","2,39","1,51",21,25,"0,8076923077","0,9615384615",,,,,,,,,,,,,,,,
05/04/2017,Veria,Giannina,3,0,H,TRUE,"2,40","3,00","2,90","2,61","1,43",16,28,"0,6153846154","1,076923077",,,,,,,,,,,,,,,,
05/04/2017,Xanthi,Panetolikos,3,0,H,TRUE,"1,40","3,90","8,00","2,39","1,52",28,27,"1,076923077","1,038461538",,,,,,,,,,,,,,,,
06/04/2017,Panathinaikos,Panionios,1,0,H,FALSE,"1,55","3,60","5,75","2,28","1,56",41,33,"1,576923077","1,269230769",,,,,,,,,,,,,,,,
06/04/2017,Platanias,AEK,0,2,A,FALSE,"3,80","3,30","1,85","2,4","1,51",31,44,"1,192307692","1,692307692",,,,,,,,,,,,,,,,
09/04/2017,AEK,Kerkyra,5,0,H,TRUE,"1,11","8,00","23,00","1,56","2,31",46,20,"1,703703704","0,7407407407",,,,,,,,,,,,,,,,
09/04/2017,Asteras Tripolis,Xanthi,0,0,D,FALSE,"2,40","3,10","3,10","2,25","1,58",29,31,"1,074074074","1,148148148",,,,,,,,,,,,,,,,
09/04/2017,Atromitos,AEL,0,0,D,FALSE,"2,10","3,10","3,75","2,46","1,49",25,22,"0,9259259259","0,8148148148",,,,,,,,,,,,,,,,
09/04/2017,Giannina,Iraklis,1,2,A,TRUE,"3,25","3,00","2,25","2,63","1,44",28,22,"1,037037037","0,8148148148",,,,,,,,,,,,,,,,
09/04/2017,Levadeiakos,Olympiakos,1,1,D,FALSE,"7,50","4,20","1,40","1,7","2,04",23,49,"0,8518518519","1,814814815",,,,,,,,,,,,,,,,
09/04/2017,Panetolikos,Veria,1,0,H,FALSE,"1,75","3,40","5,00","2,3","1,55",27,19,1,"0,7037037037",,,,,,,,,,,,,,,,
09/04/2017,Panionios,Platanias,1,1,D,FALSE,"1,55","3,60","5,75","2,36","1,53",33,31,"1,222222222","1,148148148",,,,,,,,,,,,,,,,
09/04/2017,PAOK,Panathinaikos,3,0,H,TRUE,"1,73","3,50","4,33","2,36","1,53",41,42,"1,518518519","1,555555556",,,,,,,,,,,,,,,,
23/04/2017,Iraklis,Panetolikos,2,1,H,TRUE,"1,40","4,75","6,00","2,2","1,62",24,28,"0,8571428571",1,,,,,,,,,,,,,,,,
23/04/2017,Kerkyra,Panionios,1,0,H,FALSE,"4,50","3,20","1,80","2,41","1,52",20,34,"0,7142857143","1,214285714",,,,,,,,,,,,,,,,
23/04/2017,AEL,Xanthi,1,0,H,FALSE,"2,25","3,10","3,10","2,4","1,51",22,31,"0,7857142857","1,107142857",,,,,,,,,,,,,,,,
23/04/2017,Levadeiakos,AEK,0,2,A,FALSE,"3,80","3,20","1,91","2,19","1,62",24,51,"0,8571428571","1,821428571",,,,,,,,,,,,,,,,
23/04/2017,Olympiakos,Giannina,5,0,H,TRUE,"1,13","8,00","13,00","1,51","2,41",50,29,"1,785714286","1,035714286",,,,,,,,,,,,,,,,
23/04/2017,Panathinaikos,Atromitos,1,0,H,FALSE,"1,36","4,75","6,50","1,9","1,85",42,25,"1,5","0,8928571429",,,,,,,,,,,,,,,,
23/04/2017,Platanias,PAOK,1,3,A,TRUE,"7,00","3,80","1,44","2,31","1,55",32,44,"1,142857143","1,571428571",,,,,,,,,,,,,,,,
23/04/2017,Veria,Asteras Tripolis,4,3,H,TRUE,"9,50","4,75","1,29","1,63","2,19",19,29,"0,6785714286","1,035714286",,,,,,,,,,,,,,,,
30/04/2017,Asteras Tripolis,Iraklis,2,2,D,TRUE,"1,55","4,20","5,50","1,83","1,93",32,26,"1,103448276","0,8965517241",,,,,,,,,,,,,,,,
30/04/2017,Atromitos,Platanias,4,1,H,TRUE,"1,62","3,60","6,00","2,23","1,61",25,33,"0,8620689655","1,137931034",,,,,,,,,,,,,,,,
30/04/2017,Giannina,AEK,1,1,D,FALSE,"4,75","3,40","1,75","2,07","1,71",29,53,1,"1,827586207",,,,,,,,,,,,,,,,
30/04/2017,Panathinaikos,AEL,2,0,H,FALSE,"1,22","6,00","10,00","1,59","2,25",43,23,"1,482758621","0,7931034483",,,,,,,,,,,,,,,,
30/04/2017,Panetolikos,Olympiakos,0,2,A,FALSE,"7,50","4,50","1,40","1,62","2,19",29,55,1,"1,896551724",,,,,,,,,,,,,,,,
30/04/2017,Panionios,Levadeiakos,1,3,A,TRUE,"1,57","4,00","5,50","1,63","2,19",34,24,"1,172413793","0,8275862069",,,,,,,,,,,,,,,,
30/04/2017,PAOK,Kerkyra,5,1,H,TRUE,"1,06","11,00","26,00","1,16","4,7",47,21,"1,620689655","0,724137931",,,,,,,,,,,,,,,,
30/04/2017,Xanthi,Veria,3,0,H,TRUE,"1,18","6,50","10,00","1,1","6,23",31,23,"1,068965517","0,7931034483",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2017,Asteras Tripolis,Giannina,1,2,A,TRUE,"1,67","3,40","5,25","2,24","1,60",0,0,0,0,,,,,,,,,,,,,,,,
19/08/2017,Olympiakos,AEL,4,1,H,TRUE,"1,17","7,50","11,00","1,50","2,42",0,0,0,0,,,,,,,,,,,,,,,,
19/08/2017,Xanthi,Lamia,0,0,D,FALSE,"1,62","3,50","5,75","2,62","1,44",0,0,0,0,,,,,,,,,,,,,,,,
20/08/2017,AEK,Panetolikos,2,0,H,FALSE,"1,33","4,60","8,75","2,09","1,70",0,0,0,0,,,,,,,,,,,,,,,,
20/08/2017,Kerkyra,Panionios,0,1,A,FALSE,"3,40","3,00","2,20","2,64","1,43",0,0,0,0,,,,,,,,,,,,,,,,
20/08/2017,Levadeiakos,PAOK,0,0,D,FALSE,"5,50","4,33","1,50","1,89","1,85",0,0,0,0,,,,,,,,,,,,,,,,
20/08/2017,Platanias,Panathinaikos,1,1,D,FALSE,"3,90","3,30","1,91","2,53","1,48",0,0,0,0,,,,,,,,,,,,,,,,
21/08/2017,Atromitos,Apollon,1,1,D,FALSE,"1,75","3,40","4,75","2,42","1,52",0,0,0,0,,,,,,,,,,,,,,,,
26/08/2017,Lamia,Olympiakos,0,1,A,FALSE,"16,50","6,00","1,17","1,72","2,03",0,4,0,4,,,,,,,,,,,,,,,,
26/08/2017,Panetolikos,Atromitos,2,2,D,TRUE,"2,30","3,00","3,25","2,52","1,48",0,1,0,1,,,,,,,,,,,,,,,,
26/08/2017,Platanias,Xanthi,0,2,A,FALSE,"2,15","2,95","3,60","2,71","1,42",1,0,1,0,,,,,,,,,,,,,,,,
27/08/2017,Giannina,AEK,0,0,D,FALSE,"4,00","3,40","1,85","2,18","1,63",2,2,2,2,,,,,,,,,,,,,,,,
27/08/2017,Panathinaikos,Levadeiakos,0,0,D,FALSE,"1,14","7,00","16,00","1,78","1,97",1,0,1,0,,,,,,,,,,,,,,,,
27/08/2017,Panionios,Apollon,2,0,H,FALSE,"1,65","3,10","6,50","2,55","1,47",1,1,1,1,,,,,,,,,,,,,,,,
27/08/2017,PAOK,Kerkyra,3,1,H,TRUE,"1,08","9,00","23,00","1,26","3,53",0,0,0,0,,,,,,,,,,,,,,,,
28/08/2017,AEL,Asteras Tripolis,1,1,D,FALSE,"2,80","2,95","2,60","2,57","1,47",1,1,1,1,,,,,,,,,,,,,,,,
09/09/2017,Asteras Tripolis,Lamia,1,3,A,TRUE,"1,57","3,50","7,75","2,68","1,43",2,0,1,0,,,,,,,,,,,,,,,,
09/09/2017,Atromitos,Giannina,0,0,D,FALSE,"2,10","3,10","4,00","2,64","1,44",3,2,"1,5",1,,,,,,,,,,,,,,,,
09/09/2017,Xanthi,Olympiakos,1,1,D,FALSE,"8,50","4,25","1,44","2,34","1,55",2,5,1,"2,5",,,,,,,,,,,,,,,,
10/09/2017,AEK,AEL,4,0,H,TRUE,"1,25","5,75","14,00","1,78","1,98",2,2,1,1,,,,,,,,,,,,,,,,
10/09/2017,Kerkyra,Panathinaikos,1,0,H,FALSE,"6,75","3,60","1,60","2,35","1,55",1,1,"0,5","0,5",,,,,,,,,,,,,,,,
10/09/2017,Levadeiakos,Platanias,1,1,D,FALSE,"2,30","3,00","3,50","2,79","1,40",0,1,0,"0,5",,,,,,,,,,,,,,,,
10/09/2017,Panionios,Panetolikos,1,1,D,FALSE,"1,65","3,30","7,00","2,59","1,46",3,2,"1,5",1,,,,,,,,,,,,,,,,
11/09/2017,Apollon,PAOK,0,0,D,FALSE,"8,00","4,20","1,45","2,15","1,64",1,3,"0,5","1,5",,,,,,,,,,,,,,,,
16/09/2017,Levadeiakos,Xanthi,1,0,H,FALSE,"2,45","2,95","3,30","2,76","1,41",1,3,"0,3333333333",1,,,,,,,,,,,,,,,,
16/09/2017,Olympiakos,Asteras Tripolis,1,1,D,FALSE,"1,22","6,25","13,50","1,57","2,29",6,3,2,1,,,,,,,,,,,,,,,,
16/09/2017,PAOK,Panetolikos,1,0,H,FALSE,"1,15","7,50","21,00","1,67","2,11",3,3,1,1,,,,,,,,,,,,,,,,
17/09/2017,Lamia,AEK,0,1,A,FALSE,"14,50","4,75","1,30","2,48","1,49",3,6,1,2,,,,,,,,,,,,,,,,
17/09/2017,AEL,Atromitos,0,0,D,FALSE,"2,90","3,10","2,60","2,42","1,52",2,3,"0,6666666667",1,,,,,,,,,,,,,,,,
17/09/2017,Panathinaikos,Apollon,1,0,H,FALSE,"1,25","5,50","14,50","1,88","1,85",1,1,"0,3333333333","0,3333333333",,,,,,,,,,,,,,,,
17/09/2017,Platanias,Kerkyra,0,0,D,FALSE,"1,65","3,50","6,25","2,56","1,47",2,2,"0,6666666667","0,6666666667",,,,,,,,,,,,,,,,
18/09/2017,Giannina,Panionios,1,1,D,FALSE,"2,45","3,00","3,20","2,57","1,46",2,4,"0,6666666667","1,333333333",,,,,,,,,,,,,,,,
23/09/2017,Apollon,Platanias,0,1,A,FALSE,"2,25","3,25","3,40","2,62","1,45",1,2,"0,25","0,5",,,,,,,,,,,,,,,,
23/09/2017,Atromitos,Lamia,3,0,H,TRUE,"1,75","3,25","6,00","2,69","1,43",3,3,"0,75","0,75",,,,,,,,,,,,,,,,
23/09/2017,Panetolikos,Panathinaikos,2,0,H,FALSE,"3,50","3,10","2,25","2,52","1,48",3,2,"0,75","0,5",,,,,,,,,,,,,,,,
24/09/2017,AEK,Olympiakos,3,2,H,TRUE,"2,30","3,20","3,30","2,36","1,54",7,7,"1,75","1,75",,,,,,,,,,,,,,,,
24/09/2017,Kerkyra,Levadeiakos,1,1,D,FALSE,"2,50","3,00","3,20","2,58","1,46",2,2,"0,5","0,5",,,,,,,,,,,,,,,,
24/09/2017,Panionios,AEL,4,1,H,TRUE,"1,60","3,60","7,00","2,33","1,55",5,2,"1,25","0,5",,,,,,,,,,,,,,,,
24/09/2017,PAOK,Giannina,1,0,H,FALSE,"1,26","5,50","13,00","1,81","1,94",4,3,1,"0,75",,,,,,,,,,,,,,,,
25/09/2017,Xanthi,Asteras Tripolis,0,0,D,FALSE,"2,10","3,20","3,90","2,55","1,47",3,4,"0,75",1,,,,,,,,,,,,,,,,
30/09/2017,AEL,PAOK,1,1,D,FALSE,"9,25","4,25","1,36","2,06","1,68",3,5,"0,6",1,,,,,,,,,,,,,,,,
30/09/2017,Panathinaikos,Giannina,2,0,H,FALSE,"1,67","3,50","5,00","2,09","1,66",2,3,"0,4","0,6",,,,,,,,,,,,,,,,
30/09/2017,Platanias,Panetolikos,0,3,A,TRUE,"2,00","3,00","4,00","2,67","1,42",3,5,"0,6",1,,,,,,,,,,,,,,,,
01/10/2017,Asteras Tripolis,AEK,2,0,H,FALSE,"4,75","3,40","1,75","2,26","1,57",4,10,"0,8",2,,,,,,,,,,,,,,,,
01/10/2017,Kerkyra,Xanthi,0,2,A,FALSE,"2,80","2,80","2,70","2,79","1,38",3,3,"0,6","0,6",,,,,,,,,,,,,,,,
01/10/2017,Levadeiakos,Apollon,2,1,H,TRUE,"2,20","2,90","3,60","2,75","1,39",3,1,"0,6","0,2",,,,,,,,,,,,,,,,
01/10/2017,Olympiakos,Atromitos,0,1,A,FALSE,"1,28","5,25","9,50","1,71","2,02",9,6,"1,8","1,2",,,,,,,,,,,,,,,,
02/10/2017,Lamia,Panionios,1,0,H,FALSE,"3,20","2,85","2,40","2,78","1,38",3,9,"0,6","1,8",,,,,,,,,,,,,,,,
14/10/2017,Atromitos,Asteras Tripolis,1,0,H,FALSE,"1,90","3,30","4,60","2,40","1,53",7,6,"1,166666667",1,,,,,,,,,,,,,,,,
14/10/2017,Giannina,Platanias,3,1,H,TRUE,"1,78","3,40","5,25","2,50","1,48",3,3,"0,5","0,5",,,,,,,,,,,,,,,,
14/10/2017,Panionios,Olympiakos,3,4,A,TRUE,"7,50","4,40","1,45","2,07","1,71",9,9,"1,5","1,5",,,,,,,,,,,,,,,,
15/10/2017,Apollon,Kerkyra,0,0,D,FALSE,"1,95","3,20","4,40","2,64","1,44",2,3,"0,3333333333","0,5",,,,,,,,,,,,,,,,
15/10/2017,Panetolikos,Levadeiakos,0,1,A,FALSE,"1,85","3,25","5,00","2,51","1,48",8,5,"1,333333333","0,8333333333",,,,,,,,,,,,,,,,
15/10/2017,PAOK,Lamia,4,0,H,TRUE,"1,18","7,00","17,50","1,60","2,24",6,4,1,"0,6666666667",,,,,,,,,,,,,,,,
15/10/2017,Xanthi,AEK,1,1,D,FALSE,"4,10","3,30","2,00","2,54","1,47",5,10,"0,8333333333","1,666666667",,,,,,,,,,,,,,,,
16/10/2017,Panathinaikos,AEL,2,1,H,TRUE,"1,28","5,00","14,00","2,14","1,65",4,4,"0,6666666667","0,6666666667",,,,,,,,,,,,,,,,
21/10/2017,Kerkyra,Panetolikos,1,0,H,FALSE,"3,20","2,90","2,55","2,80","1,40",3,8,"0,4285714286","1,142857143",,,,,,,,,,,,,,,,
21/10/2017,Lamia,Panathinaikos,1,1,D,FALSE,"5,00","3,10","1,90","2,73","1,41",4,6,"0,5714285714","0,8571428571",,,,,,,,,,,,,,,,
21/10/2017,Levadeiakos,Giannina,1,1,D,FALSE,"2,70","3,00","2,90","2,61","1,45",6,6,"0,8571428571","0,8571428571",,,,,,,,,,,,,,,,
22/10/2017,Apollon,Xanthi,2,0,H,FALSE,"2,90","2,95","2,75","2,83","1,39",2,6,"0,2857142857","0,8571428571",,,,,,,,,,,,,,,,
22/10/2017,Asteras Tripolis,Panionios,0,1,A,FALSE,"2,25","3,20","3,40","2,46","1,50",6,12,"0,8571428571","1,714285714",,,,,,,,,,,,,,,,
22/10/2017,Olympiakos,PAOK,1,0,H,FALSE,"1,95","3,30","4,20","2,23","1,60",13,10,"1,857142857","1,428571429",,,,,,,,,,,,,,,,
22/10/2017,Platanias,AEL,0,1,A,FALSE,"1,80","3,40","5,00","2,37","1,54",4,5,"0,5714285714","0,7142857143",,,,,,,,,,,,,,,,
23/10/2017,AEK,Atromitos,0,1,A,FALSE,"1,36","4,60","10,00","2,08","1,69",11,8,"1,571428571","1,142857143",,,,,,,,,,,,,,,,
28/10/2017,Giannina,Kerkyra,2,1,H,TRUE,"1,62","3,50","6,75","2,71","1,42",7,4,"0,875","0,5",,,,,,,,,,,,,,,,
28/10/2017,AEL,Levadeiakos,1,0,H,FALSE,"2,45","2,95","3,30","2,68","1,43",6,7,"0,75","0,875",,,,,,,,,,,,,,,,
28/10/2017,Panathinaikos,Olympiakos,1,0,H,FALSE,"3,40","3,20","2,25","2,37","1,54",7,14,"0,875","1,75",,,,,,,,,,,,,,,,
29/10/2017,Lamia,Platanias,2,0,H,FALSE,"2,35","3,00","3,40","2,80","1,40",5,4,"0,625","0,5",,,,,,,,,,,,,,,,
29/10/2017,Panetolikos,Apollon,1,1,D,FALSE,"1,65","3,50","6,25","2,62","1,44",8,4,1,"0,5",,,,,,,,,,,,,,,,
29/10/2017,Panionios,AEK,0,1,A,FALSE,"3,80","3,20","2,10","2,39","1,53",13,11,"1,625","1,375",,,,,,,,,,,,,,,,
29/10/2017,Xanthi,Atromitos,0,2,A,FALSE,"2,45","3,10","3,10","2,78","1,41",6,9,"0,75","1,125",,,,,,,,,,,,,,,,
30/10/2017,PAOK,Asteras Tripolis,2,0,H,FALSE,"1,30","5,25","11,50","1,92","1,83",10,6,"1,25","0,75",,,,,,,,,,,,,,,,
04/11/2017,Asteras Tripolis,Panathinaikos,1,0,H,FALSE,"3,10","2,95","2,60","2,68","1,43",6,8,"0,6666666667","0,8888888889",,,,,,,,,,,,,,,,
04/11/2017,Atromitos,Panionios,0,0,D,FALSE,"2,20","3,00","3,75","2,74","1,42",11,13,"1,222222222","1,444444444",,,,,,,,,,,,,,,,
04/11/2017,Panetolikos,Xanthi,1,3,A,TRUE,"2,10","3,00","4,10","2,81","1,40",9,6,1,"0,6666666667",,,,,,,,,,,,,,,,
05/11/2017,AEK,PAOK,1,0,H,FALSE,"2,30","3,10","3,40","2,37","1,54",12,12,"1,333333333","1,333333333",,,,,,,,,,,,,,,,
05/11/2017,Apollon,Giannina,4,3,H,TRUE,"2,60","2,90","3,10","2,81","1,40",5,9,"0,5555555556",1,,,,,,,,,,,,,,,,
05/11/2017,Kerkyra,AEL,1,1,D,FALSE,"2,25","2,95","3,70","2,84","1,39",5,7,"0,5555555556","0,7777777778",,,,,,,,,,,,,,,,
05/11/2017,Olympiakos,Platanias,5,1,H,TRUE,"1,15","7,50","20,00","1,62","2,19",14,4,"1,555555556","0,4444444444",,,,,,,,,,,,,,,,
06/11/2017,Levadeiakos,Lamia,0,0,D,FALSE,"1,95","3,10","4,60","2,74","1,41",7,7,"0,7777777778","0,7777777778",,,,,,,,,,,,,,,,
18/11/2017,Lamia,Kerkyra,1,1,D,FALSE,"1,87","3,20","5,00","2,72","1,42",7,6,"0,7","0,6",,,,,,,,,,,,,,,,
